date,td3,Mean Var
2023-04-26,1.1483845992798554,1.144273509593268
2023-04-27,1.1472362155369622,1.158713865989495
2023-04-28,1.1472362155369622,1.1616956858492336
2023-05-01,1.1472362155369622,1.1565908456225704
2023-05-02,1.1386491532704215,1.1535705325722942
2023-05-03,1.1375275392590387,1.1390670195425503
2023-05-04,1.1375275392590387,1.1464417951676857
2023-05-05,1.1375275392590387,1.1795735692760794
2023-05-08,1.1375275392590387,1.190789678875604
2023-05-09,1.1306981407872063,1.1906742222561888
2023-05-10,1.1408983685379692,1.2018990898752173
2023-05-11,1.1395066042406536,1.2037311832652682
2023-05-12,1.1352801736185527,1.2008987304805936
2023-05-15,1.1443419367639995,1.1913720467061888
2023-05-16,1.1411845917646861,1.1883297036824385
2023-05-17,1.156690909872291,1.2002808013747466
2023-05-18,1.1827472124407268,1.2099189393603489
2023-05-19,1.1815644657325435,1.2140361053397561
2023-05-22,1.1720960170764614,1.2193485452955553
2023-05-23,1.1480824987064664,1.197270864507688
2023-05-24,1.1453292397648158,1.2002380817856053
2023-05-25,1.144183916760429,1.2164723410963802
2023-05-26,1.144183916760429,1.2314185688878065
2023-05-30,1.144183916760429,1.2380790979045717
2023-05-31,1.144183916760429,1.229369209087438
2023-06-01,1.144183916760429,1.238851744282392
2023-06-02,1.144183916760429,1.2497301480011211
2023-06-05,1.144183916760429,1.2679036085758013
2023-06-06,1.1443519640783153,1.2682085602994262
2023-06-07,1.1258017434730831,1.2447467410109045
2023-06-08,1.1246759675558544,1.2768291365806914
2023-06-09,1.1203121314077984,1.2938849372233026
2023-06-12,1.134851715699329,1.3169054263225313
2023-06-13,1.1433302042094609,1.322705022790252
2023-06-14,1.1479848757754705,1.3281792599616196
2023-06-15,1.1632841517840764,1.3474860521901078
2023-06-16,1.155695511452808,1.3390217707412393
2023-06-20,1.1523981247455022,1.3466649522609955
2023-06-21,1.1467508211947819,1.3273270029787725
2023-06-22,1.1545139092952152,1.3280632353349793
2023-06-23,1.1389830427218814,1.3151497251837378
2023-06-26,1.1348186853381534,1.2949612170114893
2023-06-27,1.1592124944087407,1.3176864723100339
2023-06-28,1.1580532906831202,1.33502075240425
2023-06-29,1.1580353759203335,1.3443339069552247
2023-06-30,1.1746653811958883,1.36044731278869
2023-07-03,1.1739600022362324,1.370695553340927
2023-07-05,1.1727860621126287,1.3731151694538242
2023-07-06,1.1584389018525274,1.3648859911447353
2023-07-07,1.1569663848655012,1.356827023898562
2023-07-10,1.1838158658072737,1.382004494424703
2023-07-11,1.1926928207366254,1.3855481816835702
2023-07-12,1.2036017304312971,1.393581526552742
2023-07-13,1.2222727573401717,1.400375758821444
2023-07-14,1.2256889698378828,1.415878820158384
2023-07-17,1.2453025350920943,1.43545966150455
2023-07-18,1.2494731624495772,1.4384802797181404
2023-07-19,1.2355897300727154,1.4210816826289896
2023-07-20,1.2167572586829452,1.3723543075772624
2023-07-21,1.215540514300369,1.3722302783739726
2023-07-24,1.2113729657330166,1.371272836076189
2023-07-25,1.2239825319743343,1.382208555441211
2023-07-26,1.2223982842173762,1.382701613611465
2023-07-27,1.2211758919301754,1.349555114495752
2023-07-28,1.2211758919301754,1.3770521830334939
2023-07-31,1.2211758919301754,1.3602305700198258
2023-08-01,1.210577371808746,1.3530281749023205
2023-08-02,1.1841767830912018,1.3257112065988002
2023-08-03,1.174944268976318,1.3406443232597658
2023-08-04,1.173769324867817,1.283240226446633
2023-08-07,1.173769324867817,1.2887588599252997
2023-08-08,1.173769324867817,1.2579897939571802
2023-08-09,1.165719785997135,1.250990444935557
2023-08-10,1.1663045659636346,1.265133718204646
2023-08-11,1.1568095286635247,1.2572696443378906
2023-08-14,1.1733362154959526,1.270964581147533
2023-08-15,1.1641697816771355,1.2605887867199994
2023-08-16,1.1552948909911003,1.2373601580286966
2023-08-17,1.1364132998274652,1.2072218203635527
2023-08-18,1.1312521474531976,1.202323786835315
2023-08-21,1.1436756115683404,1.2259064382711526
2023-08-22,1.1422014448012199,1.225846896380368
2023-08-23,1.1591566666449395,1.2367107037432157
2023-08-24,1.13592957288731,1.2046280639503943
2023-08-25,1.143640736648449,1.21305957847854
2023-08-28,1.1525398322409477,1.212777094408336
2023-08-29,1.1736701980131952,1.2500027373179976
2023-08-30,1.1813668225516167,1.2616356952015204
2023-08-31,1.181401311962017,1.2476072965895728
2023-09-01,1.1847719540518609,1.247827006820249
2023-09-05,1.1835871846328505,1.256166068674898
2023-09-06,1.1788438053656691,1.2663265089330242
2023-09-07,1.1640071609084701,1.2626539695669479
2023-09-08,1.1645805630614854,1.262925570933967
2023-09-11,1.1702438966682052,1.2907388073024992
2023-09-12,1.1613715925757981,1.2664848192569786
2023-09-13,1.1583922360770798,1.271492354524441
2023-09-14,1.1729402658469772,1.271246927576602
2023-09-15,1.1489957806327438,1.2421417744544745
2023-09-18,1.1502958427703476,1.229900919536193
2023-09-19,1.1426583577659226,1.2266632920297404
2023-09-20,1.130857081513176,1.224181209300719
2023-09-21,1.108307383919487,1.1909188250206528
2023-09-22,1.113657130654106,1.1792701406872315
2023-09-25,1.1202115855910872,1.1795053264218562
2023-09-26,1.1046973897445298,1.1696595566942454
2023-09-27,1.1114626219298935,1.1786815594393696
2023-09-28,1.1185057532699203,1.2017340426591283
2023-09-29,1.1173872555182036,1.1976493582787502
2023-10-02,1.1174038356773683,1.1969511806877657
2023-10-03,1.0943478684608918,1.172605399754723
2023-10-04,1.107492803992508,1.1892373152990463
2023-10-05,1.1008704577705841,1.1788056017500372
2023-10-06,1.0997695985985414,1.1897738731437162
2023-10-09,1.0977633120072177,1.1942291012129553
2023-10-10,1.1095691851364022,1.2073334181090285
2023-10-11,1.1141028232551462,1.1891932663768088
2023-10-12,1.1059699173084145,1.1757697090686636
2023-10-13,1.1048639493961583,1.1640420827354407
2023-10-16,1.1137419015534,1.187815415189012
2023-10-17,1.1126737156053448,1.1909778408773535
2023-10-18,1.0866539459749127,1.1723097324489813
2023-10-19,1.0679003481470013,1.1407708664119556
2023-10-20,1.0668324540584966,1.131294934080116
2023-10-23,1.0675456943933583,1.115897081881056
2023-10-24,1.0743288429241202,1.1234561221787247
2023-10-25,1.0501945312633536,1.1023356034435676
2023-10-26,1.0491443456297782,1.1037890865772024
2023-10-27,1.0491443456297782,1.1305530245312385
2023-10-30,1.0491443456297782,1.1145421379803961
2023-10-31,1.0491443456297782,1.1318431475158544
2023-11-01,1.0559651080107446,1.1698329139564314
2023-11-02,1.0549091696047999,1.1824882298435657
2023-11-03,1.0549091696047999,1.1829674714146587
2023-11-06,1.0549091696047999,1.1761396742300816
2023-11-07,1.0626545949554778,1.1885096370536798
2023-11-08,1.063827736910327,1.182907382383686
2023-11-09,1.062763927300052,1.1694629569169739
2023-11-10,1.0835621156030155,1.1915639394810438
2023-11-13,1.086302318757751,1.2112002885712654
2023-11-14,1.1105342929055477,1.2355301387453292
2023-11-15,1.1047019838616634,1.235411160394608
2023-11-16,1.1097258673951411,1.2316393963928625
2023-11-17,1.1086161574446678,1.2348339311527905
2023-11-20,1.1086161574446678,1.2530786256984672
2023-11-21,1.102519511404522,1.2601614950541438
2023-11-22,1.1031253633651847,1.2655741720197313
2023-11-24,1.101045688575756,1.2712366553974144
2023-11-27,1.1026538437728997,1.2726844718168997
2023-11-28,1.0998662388382072,1.2710997749292872
2023-11-29,1.1024660898819083,1.2801470995837678
2023-11-30,1.1013636293800315,1.2734133956331564
2023-12-01,1.1101138047744255,1.277535312491131
2023-12-04,1.1029175291625861,1.2751549036267298
2023-12-05,1.1010416350509529,1.27216874873228
2023-12-06,1.0985242125503425,1.2696353092221622
2023-12-07,1.11801128629607,1.2744460733459844
2023-12-08,1.123946320735157,1.269356312303578
2023-12-11,1.1436814749023323,1.287646215412921
2023-12-12,1.156665356181324,1.2988823665054559
2023-12-13,1.1699596333495978,1.3149073426207618
2023-12-14,1.1687897038678547,1.3187641248507198
2023-12-15,1.1687897038678547,1.3255481270383727
2023-12-18,1.1687897038678547,1.3249427766405897
2023-12-19,1.1778379018356129,1.3387758371699947
2023-12-20,1.1568431316336287,1.3010274746879917
2023-12-21,1.1801720846594466,1.3353835723146885
2023-12-22,1.1789919168935394,1.3319655524480123
2023-12-26,1.1789919168935394,1.3414615056629533
2023-12-27,1.1777061783061218,1.3482665138601702
2023-12-28,1.178827073713791,1.3433264601821575
