td3,Mean Var
1.0,1.0213817883351444
1.001426291,1.0026097944916175
1.005234037,1.0078309277289448
1.0060508190000002,1.0157056976667838
1.0107322880000007,1.0427033801241854
1.0102373600000005,1.0428565934611242
1.0094091630000006,1.0391314182405549
1.0102016700000007,1.0425781457139702
1.0120907190000004,1.0456505514720347
1.0143660969999997,1.0642826460064931
1.0122658749999993,1.0681642550213601
1.0142290479999994,1.0873241335976398
1.0220558729999993,1.0906424923630984
1.0264655619999994,1.0939568332714331
1.0284690522499995,1.1160866770530466
1.0274405835799996,1.1139154573369536
1.0284990165799996,1.1214184424508487
1.02863326458,1.1120786551282384
1.0292043815800003,1.1025948640558643
1.0335442655800005,1.1001076841941075
1.0347250325800004,1.0819929636166725
1.0251515375800007,1.0722095418718027
1.0427476165800007,1.0793173938980387
1.0403056853400006,1.064006384985401
1.0392653956000009,1.0757350583965466
1.0400088836000005,1.077560849973668
1.0405664966000001,1.082718192600734
1.0357537646000001,1.0707767446583232
1.0315465925999996,1.0681826596146495
1.0553314396,1.0843066856500432
1.0546567596,1.0800149035814455
1.0546567596,1.0820089396437942
1.0533641096000002,1.0839544171824935
1.0531356186000007,1.0806959078506453
1.0503781756000006,1.0742652497939555
1.0534746076000008,1.0817021187240259
1.0651272326000005,1.0798652447204986
1.0641045006000005,1.0730756101808823
1.0638369166000006,1.0719040938981004
1.0630868995700007,1.075042238829605
1.0441393665500007,1.0669279372585112
1.0482524165500007,1.0609635376852662
1.0439039465500006,1.0538570041365067
1.0238983765500007,1.0357828581031114
1.0348870265500008,1.047351784002634
1.0270218565500007,1.0308460808089421
1.0285414365500007,1.0283331759914147
1.025656256550001,1.022401781993123
1.047012246550001,1.0186988115365294
1.0602043465500006,1.0178636407471613
1.0591441423100008,1.029314401358019
1.0612854973100005,1.0313090595386054
1.062186576310001,1.0330517247874047
1.0685501363100005,1.0127526341189765
1.0681313153100007,1.013374049653261
1.0681313153100007,1.0176495942990977
1.0682708683100008,1.0252442774242316
1.0701801433100002,1.0359569894778213
1.0857273943100003,1.0543583605866587
1.0852924603100003,1.0582885025968327
1.0852924603100003,1.0505711687134955
1.0852924603100003,1.0485481112593873
1.0852924603100003,1.05481829671747
1.0797978403100004,1.0414919133025762
1.07964555731,1.0455989608837462
1.07964555731,1.0414715762586961
1.0774640403099998,1.0450006375829162
1.0773115503100001,1.0407116575195798
1.077498917310001,1.0622401383564513
1.0773479463100015,1.0770676469733587
1.0773479463100015,1.0701955106460581
1.0790225043100015,1.064792302100771
1.0771452383100018,1.0536988450829108
1.0768444323100022,1.0369934372910417
1.0768444323100022,1.024492012307606
1.0768444323100022,1.0451671105353697
1.0768444323100022,1.0512487671471136
1.0768444323100022,1.0513891322288145
1.0768444323100022,1.056163499658516
1.0768444323100022,1.0505692679940062
1.0768444323100022,1.0693326582820049
1.0768444323100022,1.0369560503330257
1.0768444323100022,1.038274049162544
1.0768444323100022,1.0448932204578023
1.0768444323100022,1.0326394151483473
1.076788410310002,1.047948724235591
1.0750113053100026,1.0598201450701286
1.0758180193100024,1.072043437782996
1.0786354183100024,1.0692073017095076
1.0780780583100023,1.0836041113968862
1.0772783733100022,1.0818247381038941
1.077651348310002,1.083018557888518
1.0760180673100022,1.0782395596194554
1.0731512843100017,1.0858856266521988
1.0912481833100018,1.1027233166683266
1.109418435310002,1.1011693692117854
1.1334586353100018,1.1081970647298456
1.139884618030002,1.099994154957247
1.1377422872600018,1.0833033469670406
1.136604544980002,1.0866305019728546
1.135920733980002,1.0836745721863987
1.1272024579800017,1.0568343631685446
1.1277064669800023,1.050032224069931
1.121150259980002,1.0417291953654015
1.131432655980002,1.0440325988561616
1.130709210980002,1.0616602841548235
1.1315599889800025,1.0623843125675578
1.1314127699800023,1.049141735744277
1.131621909980002,1.0671030732619515
1.1326436929800017,1.0320766278636047
1.1323460889800023,1.022594024124766
1.1351786469800025,1.0333615502787514
1.1222182229800028,1.0054979267331927
1.1096402029800028,0.9958953665744902
1.1129503269800032,0.9990209615605157
1.113292587980003,0.9981353611502852
1.122947751980003,1.0052416069313517
1.112919282980003,1.0157836787056456
1.1119178839800032,1.0122482705222469
1.1119178839800032,1.0169863668119221
1.1106710879800035,1.0029980699605838
1.1087393979800035,0.988420915995312
1.1048956039800037,0.9867381433592255
1.105190044980004,0.9940282444097995
1.1079423779800042,1.0041971804646916
1.0991461329800045,1.0078703826644435
1.1079693309800043,1.0163327288392598
1.1077752489800043,1.0068463414097768
1.1035137170800042,1.0175125521679595
1.0983101670800042,1.0108501197500503
1.1003047870800045,1.004397492918632
1.0770818870800043,0.9930430043010364
1.0805715770800042,0.9922873342020507
1.0788774770800043,0.992739268797454
1.0912981470800043,0.9963943448863575
1.0833731270800042,0.9956546497515933
