sac,Mean Var
1.0,0.9988360727592638
1.0005321053200003,0.9937297501916047
1.0046931012100007,1.0229546652993136
1.0034474726200007,1.0272692149949318
1.0056250325400007,1.0345643995323668
1.0044295406400008,1.0456178994143843
1.003518825780001,1.0494664482740461
1.0042432843600013,1.0542433236887945
1.017722983740001,1.065790075537026
1.035119014400001,1.0808194636478439
1.0340956725500012,1.076425970623572
1.0337246222400014,1.0713117743082214
1.0353062293500017,1.0796220173102002
1.0368356189700019,1.0853865882332216
1.039921730720002,1.07725850256064
1.0394594568400017,1.0608171434578726
1.0406950745300017,1.0741704757512807
1.040016152570002,1.0764216080629074
1.0378862823800017,1.0574233519396772
1.0330651737800012,1.0397044381155274
1.032810221850002,1.036030294912754
1.0310850382600016,1.0316100336887817
1.0426170033300022,1.0426905227811525
1.0421879048400018,1.0353461535257527
1.0563483156600015,1.0425924103335542
1.053776346790002,1.0434172225002794
1.051803096790002,1.0299874072587087
1.0428244167900018,1.0297934422997639
1.0339696667900014,1.0208775573069313
1.0638939967900016,1.0409610771121651
1.0687595167900026,1.046672837604498
1.0594753467900015,1.0399523441448668
1.0570776367900023,1.0370055890895156
1.0483570167900018,1.0262430471563693
1.0446051067900017,1.0217760808109824
1.0502965667900015,1.0242342124029995
1.068692776790002,1.0338931608242734
1.0720155467900019,1.0291866225732234
1.0729616467900023,1.026034997351696
1.0624714667900017,1.0158477155037648
1.0430569267900018,1.00556645792851
1.0374329267900015,0.9985522346362441
1.0337526767900018,0.9960056976946731
1.0146389267900016,0.9807278279250196
1.0290046967900017,0.992900435436734
1.0171908967900019,0.9875330718120504
1.0151751967900013,0.9772682050543916
1.0057769367900018,0.958804131577524
1.0156572567900015,0.9609918077242067
1.0146416005200016,0.949253537063704
1.0146416005200016,0.959692039983426
1.0148066639900022,0.9634183020378908
1.0174101000900022,0.9653185722597665
1.0175518781800024,0.9651977526098993
1.0135980910300026,0.9635141982314493
1.0131458221900025,0.9580279616199248
1.0130318939900023,0.9589038219300029
1.0142893666900024,0.9845334163920247
1.0140619415900023,0.9809109773115946
1.0140619415900023,0.9778429739722337
1.0140619415900023,0.9768538202424837
1.0140619415900023,0.9761986259863223
1.0140619415900023,0.978981581760236
1.0127829990800028,0.9680219103965964
1.0122500295800032,0.9676695190656089
1.0130039991800028,0.9546738918957648
1.0082148292700026,0.9573861362929156
1.009383247940003,0.9559047649251359
