sac,Mean Var
1.0,1.0213817883351444
0.9991906214300003,1.0026097944916175
0.9999993096,1.0078309277289448
1.0006223624800006,1.0157056976667838
1.0047331669000004,1.0427033801241854
1.0044787712200003,1.0428565934611242
1.00409850663,1.0391314182405549
1.00412521866,1.0425781457139702
1.0045216856700006,1.0456505514720347
1.0073395193999999,1.0642826460064931
1.0081331227899997,1.0681642550213601
1.0120537846099993,1.0873241335976398
1.0138390122499996,1.0906424923630984
1.0171803855599997,1.0939568332714331
1.0239942130299995,1.1160866770530466
1.0233953806599994,1.1139154573369536
1.0239114553199995,1.1214184424508487
1.0235347773299996,1.1120786551282384
1.0218810440999997,1.1025948640558643
1.0201465697799994,1.1001076841941075
1.0192940124599992,1.0819929636166725
1.0154961124399988,1.0722095418718027
1.0204426944199991,1.0793173938980387
1.017493660419999,1.064006384985401
1.0169685914599982,1.0757350583965466
1.0172266630599984,1.077560849973668
1.0178602704999986,1.082718192600734
1.0144687879299987,1.0707767446583232
1.0121322135999986,1.0681826596146495
1.017902076999998,1.0843066856500432
1.0175708090499977,1.0800149035814455
1.0175708090499977,1.0820089396437942
1.0174538211499977,1.0839544171824935
1.0164424731799977,1.0806959078506453
1.015323387379998,1.0742652497939555
1.0171221624299978,1.0817021187240259
1.019254811239998,1.0798652447204986
1.0167179401899975,1.0730756101808823
1.0160343507699978,1.0719040938981004
1.0155927994799983,1.075042238829605
1.005379835059998,1.0669279372585112
1.006620918019998,1.0609635376852662
1.0016475003299985,1.0538570041365067
0.9899992788099982,1.0357828581031114
0.9956841325499982,1.047351784002634
0.9826934940599991,1.0308460808089421
0.9873759888599987,1.0283331759914147
0.9755720450299984,1.022401781993123
0.9803556950299984,1.0186988115365294
0.9822370850299985,1.0178636407471613
0.9812548481799989,1.029314401358019
0.9814267938899985,1.0313090595386054
0.9816548633199983,1.0330517247874047
0.9810176864299984,1.0127526341189765
0.9808241082199987,1.013374049653261
0.9808241082199987,1.0176495942990977
0.9808850301499986,1.0252442774242316
0.9822753372499985,1.0359569894778213
0.9827218671799985,1.0543583605866587
0.9825270756799985,1.0582885025968327
0.9825270756799985,1.0505711687134955
0.9825270756799985,1.0485481112593873
0.9825270756799985,1.05481829671747
0.9822983438699989,1.0414919133025762
0.9822334657499986,1.0455989608837462
0.9822334657499986,1.0414715762586961
0.9817450831499986,1.0450006375829162
0.9816802736999989,1.0407116575195798
0.9828758473499993,1.0622401383564513
0.9828096504899994,1.0770676469733587
0.9828096504899994,1.0701955106460581
0.9825225464899993,1.064792302100771
0.9794253633099996,1.0536988450829108
0.9792962680699993,1.0369934372910417
0.9792962680699993,1.024492012307606
0.9792962680699993,1.0451671105353697
0.9792962680699993,1.0512487671471136
0.9792962680699993,1.0513891322288145
0.9792962680699993,1.056163499658516
0.9792962680699993,1.0505692679940062
0.9792962680699993,1.0693326582820049
0.9792962680699993,1.0369560503330257
0.9792962680699993,1.038274049162544
0.9792962680699993,1.0448932204578023
0.9792962680699993,1.0326394151483473
0.980018756629999,1.047948724235591
0.980027279969999,1.0598201450701286
0.9800341672899989,1.072043437782996
0.9788805511299996,1.0692073017095076
0.9786273365299997,1.0836041113968862
0.9787916381799998,1.0818247381038941
