date,sac,Mean Var
2023-10-27,1.0634313082928584,1.1305530245312385
2023-10-30,1.0634313082928584,1.1145421379803961
2023-10-31,1.0634313082928584,1.1318431475158544
2023-11-01,1.0697742135756434,1.1698329139564314
2023-11-02,1.0691832210342467,1.1824882298435657
2023-11-03,1.0691832210342467,1.1829674714146587
2023-11-06,1.0691832210342467,1.1761396742300816
2023-11-07,1.0744403515332195,1.1885096370536798
2023-11-08,1.0769385295166458,1.182907382383686
2023-11-09,1.07586159117572,1.1694629569169739
2023-11-10,1.08977463224006,1.1915639394810438
2023-11-13,1.0900738809461574,1.2112002885712654
2023-11-14,1.1130439629392606,1.2355301387453292
2023-11-15,1.1120390606927852,1.235411160394608
2023-11-16,1.1078975205163937,1.2316393963928625
2023-11-17,1.1067896246683924,1.2348339311527905
2023-11-20,1.1067896246683924,1.2530786256984672
2023-11-21,1.1044090498271777,1.2601614950541438
2023-11-22,1.1055062472652786,1.2655741720197313
2023-11-24,1.1060413027796143,1.2712366553974144
2023-11-27,1.105514280444085,1.2726844718168997
2023-11-28,1.1040899333943717,1.2710997749292872
2023-11-29,1.1110721853751533,1.2801470995837678
2023-11-30,1.1099611170025478,1.2734133956331564
2023-12-01,1.1127329742026681,1.277535312491131
2023-12-04,1.1000834928136032,1.2751549036267298
2023-12-05,1.1007268770628136,1.27216874873228
2023-12-06,1.0956091801252525,1.2696353092221622
2023-12-07,1.1060094736099404,1.2744460733459844
2023-12-08,1.1148954375138442,1.269356312303578
2023-12-11,1.1342113939013643,1.287646215412921
2023-12-12,1.147404319786088,1.2988823665054559
2023-12-13,1.1672696040530366,1.3149073426207618
2023-12-14,1.1661023382806723,1.3187641248507198
2023-12-15,1.1661023382806723,1.3255481270383727
2023-12-18,1.1661023382806723,1.3249427766405897
2023-12-19,1.1670644701609085,1.3387758371699947
2023-12-20,1.147316044614888,1.3010274746879917
2023-12-21,1.1619177699566348,1.3353835723146885
2023-12-22,1.160755852311848,1.3319655524480123
2023-12-26,1.160755852311848,1.3414615056629533
2023-12-27,1.160049877241589,1.3482665138601702
2023-12-28,1.159959597711929,1.3433264601821575
