date,a2c,Mean Var
2023-04-04,1.0902528460235346,1.1702951059989926
2023-04-05,1.0802149696018113,1.1473894915241993
2023-04-06,1.0775294692128066,1.1482353375889451
2023-04-10,1.0796510285036924,1.160191478878308
2023-04-11,1.0769770258887175,1.1686489001829152
2023-04-12,1.0683674896204833,1.163124748719878
2023-04-13,1.0871414916918638,1.1775926328762076
2023-04-14,1.0856297027647857,1.1771065971318744
2023-04-17,1.0883746398785474,1.1856939798393187
2023-04-18,1.0903273365557555,1.189630142344201
2023-04-19,1.0829245116989974,1.193462741966444
2023-04-20,1.0818415880070371,1.1733684280789194
2023-04-21,1.0818415880070371,1.1766695907028224
2023-04-24,1.0801709104112467,1.174562040611406
2023-04-25,1.0613260778383764,1.1540709488876797
2023-04-26,1.0546057588971107,1.144273509593268
2023-04-27,1.0535511551019088,1.158713865989495
2023-04-28,1.0535511551019088,1.1616956858492336
2023-05-01,1.0535511551019088,1.1565908456225704
2023-05-02,1.0504061718449031,1.1535705325722942
2023-05-03,1.049684465259601,1.1390670195425503
2023-05-04,1.049684465259601,1.1464417951676857
2023-05-05,1.049684465259601,1.1795735692760794
2023-05-08,1.049684465259601,1.190789678875604
2023-05-09,1.045975560136056,1.1906742222561888
2023-05-10,1.0531931532009615,1.2018990898752173
2023-05-11,1.0527903844295323,1.2037311832652682
2023-05-12,1.0507094792761054,1.2008987304805936
2023-05-15,1.0585135168510358,1.1913720467061888
2023-05-16,1.0537839258211534,1.1883297036824385
2023-05-17,1.0682127672689836,1.2002808013747466
2023-05-18,1.092624131658403,1.2099189393603489
2023-05-19,1.0915315079443573,1.2140361053397561
2023-05-22,1.0820881759169128,1.2193485452955553
2023-05-23,1.0641501484868798,1.197270864507688
2023-05-24,1.0633006684824802,1.2002380817856053
2023-05-25,1.062237368720186,1.2164723410963802
2023-05-26,1.062237368720186,1.2314185688878065
2023-05-30,1.062237368720186,1.2380790979045717
2023-05-31,1.062237368720186,1.229369209087438
2023-06-01,1.062237368720186,1.238851744282392
2023-06-02,1.062237368720186,1.2497301480011211
2023-06-05,1.062237368720186,1.2679036085758013
2023-06-06,1.0628768341595034,1.2682085602994262
2023-06-07,1.0472033316555056,1.2447467410109045
2023-06-08,1.0461561474270986,1.2768291365806914
2023-06-09,1.0420046468517585,1.2938849372233026
2023-06-12,1.0539568630564855,1.3169054263225313
2023-06-13,1.0661840792076238,1.322705022790252
2023-06-14,1.071590561776952,1.3281792599616196
2023-06-15,1.0860807990836767,1.3474860521901078
2023-06-16,1.076211260819402,1.3390217707412393
2023-06-20,1.0761610772342352,1.3466649522609955
2023-06-21,1.0679468560757306,1.3273270029787725
2023-06-22,1.0730451369857457,1.3280632353349793
2023-06-23,1.059524320848432,1.3151497251837378
2023-06-26,1.0557305089878706,1.2949612170114893
2023-06-27,1.0601038954314854,1.3176864723100339
2023-06-28,1.0590437948431237,1.33502075240425
2023-06-29,1.0586729888548367,1.3443339069552247
2023-06-30,1.0731039880156186,1.36044731278869
2023-07-03,1.0740000853047231,1.370695553340927
2023-07-05,1.0729260867858896,1.3731151694538242
2023-07-06,1.0635346290288745,1.3648859911447353
2023-07-07,1.0571696056297426,1.356827023898562
2023-07-10,1.0788066822928448,1.382004494424703
2023-07-11,1.0879471258986377,1.3855481816835702
2023-07-12,1.0949588850317096,1.393581526552742
2023-07-13,1.1099299372568225,1.400375758821444
2023-07-14,1.110290877493391,1.415878820158384
2023-07-17,1.1277740739612674,1.43545966150455
2023-07-18,1.1384563339018918,1.4384802797181404
2023-07-19,1.130117909782896,1.4210816826289896
2023-07-20,1.1072877279539204,1.3723543075772624
2023-07-21,1.1061804415528504,1.3722302783739726
2023-07-24,1.1030473701059624,1.371272836076189
2023-07-25,1.1131460934846817,1.382208555441211
2023-07-26,1.1145954174767503,1.382701613611465
2023-07-27,1.1134808228468411,1.349555114495752
2023-07-28,1.1134808228468411,1.3770521830334939
2023-07-31,1.1134808228468411,1.3602305700198258
2023-08-01,1.1074311320482724,1.3530281749023205
2023-08-02,1.0897368927388544,1.3257112065988002
2023-08-03,1.0898418349375,1.3406443232597658
2023-08-04,1.0887519979789884,1.283240226446633
2023-08-07,1.0887519979789884,1.2887588599252997
2023-08-08,1.0887519979789884,1.2579897939571802
2023-08-09,1.0841061606287592,1.250990444935557
2023-08-10,1.089851820142677,1.265133718204646
2023-08-11,1.0825866758651121,1.2572696443378906
2023-08-14,1.0967994211223295,1.270964581147533
2023-08-15,1.087947556078966,1.2605887867199994
2023-08-16,1.077827009104784,1.2373601580286966
2023-08-17,1.0612883743792132,1.2072218203635527
2023-08-18,1.062596948760088,1.202323786835315
2023-08-21,1.0807762770634248,1.2259064382711526
2023-08-22,1.0779887820854739,1.225846896380368
2023-08-23,1.0920841362867908,1.2367107037432157
2023-08-24,1.0717459631681994,1.2046280639503943
2023-08-25,1.0790404822092607,1.21305957847854
2023-08-28,1.085812862590845,1.212777094408336
2023-08-29,1.102224570470865,1.2500027373179976
2023-08-30,1.109604087443407,1.2616356952015204
2023-08-31,1.1067175229969577,1.2476072965895728
2023-09-01,1.111171590415056,1.247827006820249
2023-09-05,1.1100604191800234,1.256166068674898
2023-09-06,1.1080561164151175,1.2663265089330242
2023-09-07,1.0992946805863975,1.2626539695669479
2023-09-08,1.1022709517433036,1.262925570933967
2023-09-11,1.1071348540137944,1.2907388073024992
2023-09-12,1.0971945071222575,1.2664848192569786
2023-09-13,1.0884474023859294,1.271492354524441
2023-09-14,1.0959350636923106,1.271246927576602
2023-09-15,1.0754930519649775,1.2421417744544745
2023-09-18,1.0760774954359325,1.229900919536193
2023-09-19,1.0722542005808147,1.2266632920297404
2023-09-20,1.0602540641500742,1.224181209300719
2023-09-21,1.0434649578459056,1.1909188250206528
2023-09-22,1.0481854175531657,1.1792701406872315
2023-09-25,1.0566177232496532,1.1795053264218562
2023-09-26,1.0442491165430339,1.1696595566942454
2023-09-27,1.048726915596226,1.1786815594393696
2023-09-28,1.0558523971903118,1.2017340426591283
2023-09-29,1.054796545137226,1.1976493582787502
2023-10-02,1.0538756006654857,1.1969511806877657
2023-10-03,1.0351714850265163,1.172605399754723
2023-10-04,1.045219784996507,1.1892373152990463
2023-10-05,1.0413149433620208,1.1788056017500372
2023-10-06,1.0402736326810953,1.1897738731437162
2023-10-09,1.0395144932782023,1.1942291012129553
2023-10-10,1.0476137291799892,1.2073334181090285
2023-10-11,1.0496617473886116,1.1891932663768088
2023-10-12,1.0468494802353028,1.1757697090686636
2023-10-13,1.0458026320394123,1.1640420827354407
2023-10-16,1.0521533478603005,1.187815415189012
2023-10-17,1.0504597968856377,1.1909778408773535
2023-10-18,1.0289395336100355,1.1723097324489813
2023-10-19,1.0228101008106094,1.1407708664119556
2023-10-20,1.0217872908543153,1.131294934080116
2023-10-23,1.0214919239102405,1.115897081881056
2023-10-24,1.030484375331551,1.1234561221787247
2023-10-25,1.009509112219594,1.1023356034435676
2023-10-26,1.0084996051347537,1.1037890865772024
2023-10-27,1.0084996051347537,1.1305530245312385
2023-10-30,1.0084996051347537,1.1145421379803961
2023-10-31,1.0084996051347537,1.1318431475158544
2023-11-01,1.0118178722990319,1.1698329139564314
2023-11-02,1.011064432883558,1.1824882298435657
2023-11-03,1.011064432883558,1.1829674714146587
2023-11-06,1.011064432883558,1.1761396742300816
2023-11-07,1.017213491148445,1.1885096370536798
2023-11-08,1.0186885408513564,1.182907382383686
2023-11-09,1.017669860238733,1.1694629569169739
2023-11-10,1.0336842274249265,1.1915639394810438
2023-11-13,1.0351406063210542,1.2112002885712654
2023-11-14,1.0503101974469164,1.2355301387453292
2023-11-15,1.0474403535409216,1.235411160394608
2023-11-16,1.0509577379847101,1.2316393963928625
2023-11-17,1.0499067823493313,1.2348339311527905
2023-11-20,1.0499067823493313,1.2530786256984672
2023-11-21,1.0456609545937505,1.2601614950541438
2023-11-22,1.0447437845429983,1.2655741720197313
2023-11-24,1.0434377104164692,1.2712366553974144
2023-11-27,1.044096388894319,1.2726844718168997
2023-11-28,1.0451307524732834,1.2710997749292872
2023-11-29,1.0495838964742905,1.2801470995837678
2023-11-30,1.0485343158533074,1.2734133956331564
2023-12-01,1.0527635713298886,1.277535312491131
2023-12-04,1.0466171960644737,1.2751549036267298
2023-12-05,1.0454892791105719,1.27216874873228
2023-12-06,1.0449360752027788,1.2696353092221622
2023-12-07,1.0577144547512387,1.2744460733459844
2023-12-08,1.0596238864528988,1.269356312303578
2023-12-11,1.0763190723736142,1.287646215412921
2023-12-12,1.0897534705440854,1.2988823665054559
2023-12-13,1.1071700424225186,1.3149073426207618
2023-12-14,1.1060628759336864,1.3187641248507198
2023-12-15,1.1060628759336864,1.3255481270383727
2023-12-18,1.1060628759336864,1.3249427766405897
2023-12-19,1.1113147895549287,1.3387758371699947
2023-12-20,1.0955673889885795,1.3010274746879917
2023-12-21,1.1082847856191433,1.3353835723146885
2023-12-22,1.107176504395951,1.3319655524480123
2023-12-26,1.107176504395951,1.3414615056629533
2023-12-27,1.1059946880907523,1.3482665138601702
2023-12-28,1.10786700222807,1.3433264601821575
