a2c,Mean Var
1.0,1.0213817883351444
0.9997728730199998,1.0026097944916175
1.0009302276900003,1.0078309277289448
1.00050430602,1.0157056976667838
1.00244364101,1.0427033801241854
1.0021383258099996,1.0428565934611242
1.0020347814099997,1.0391314182405549
1.0021500040299998,1.0425781457139702
1.0032155107899994,1.0456505514720347
1.0064679768499998,1.0642826460064931
1.00605202055,1.0681642550213601
1.00766742188,1.0873241335976398
1.0136259210199998,1.0906424923630984
1.0169455178,1.0939568332714331
1.0207670061499998,1.1160866770530466
1.0200505860400002,1.1139154573369536
1.0210535056100005,1.1214184424508487
1.0208505924500004,1.1120786551282384
1.0195552403000008,1.1025948640558643
1.017624612990001,1.1001076841941075
1.0179323482300016,1.0819929636166725
1.0139328659300015,1.0722095418718027
1.0226482068700016,1.0793173938980387
1.0207775524900016,1.064006384985401
1.0201353838100011,1.0757350583965466
1.021187441100001,1.077560849973668
1.020810144750001,1.082718192600734
1.0154557956900003,1.0707767446583232
1.0161480238900005,1.0681826596146495
1.0241237688300007,1.0843066856500432
1.0237106867800008,1.0800149035814455
1.0237106867800008,1.0820089396437942
1.0235579113300017,1.0839544171824935
1.0220993051200018,1.0806959078506453
1.0235167064800021,1.0742652497939555
1.0256294277800024,1.0817021187240259
1.0301474000800022,1.0798652447204986
1.0255522720200023,1.0730756101808823
1.0247150756900023,1.0719040938981004
1.0267342679700022,1.075042238829605
1.011222611450002,1.0669279372585112
1.0127347723700022,1.0609635376852662
1.0082936968700023,1.0538570041365067
0.9938489308200024,1.0357828581031114
1.0012001356600022,1.047351784002634
0.989814977000002,1.0308460808089421
0.9944794323000021,1.0283331759914147
0.9855472646200022,1.022401781993123
0.9949940245100023,1.0186988115365294
0.9877524078300025,1.0178636407471613
0.9867646555100023,1.029314401358019
0.9870494773100023,1.0313090595386054
0.9875967726100024,1.0330517247874047
0.9879231932400026,1.0127526341189765
0.9876757063500025,1.013374049653261
0.9876757063500025,1.0176495942990977
0.987592729580003,1.0252442774242316
0.9906726236800026,1.0359569894778213
0.9931284367800024,1.0543583605866587
0.9928748365800022,1.0582885025968327
0.9928748365800022,1.0505711687134955
0.9928748365800022,1.0485481112593873
0.9928748365800022,1.05481829671747
0.991996250410002,1.0414919133025762
0.991911277060002,1.0455989608837462
0.991911277060002,1.0414715762586961
0.9914881543600019,1.0450006375829162
0.9914036499400029,1.0407116575195798
0.9927457844300029,1.0622401383564513
0.9926598923200024,1.0770676469733587
0.9926598923200024,1.0701955106460581
0.9926671195500021,1.064792302100771
0.988555743990002,1.0536988450829108
0.9883884585900024,1.0369934372910417
0.9883884585900024,1.024492012307606
0.9883884585900024,1.0451671105353697
0.9883884585900024,1.0512487671471136
0.9883884585900024,1.0513891322288145
0.9883884585900024,1.056163499658516
0.9883884585900024,1.0505692679940062
0.9883884585900024,1.0693326582820049
0.9883884585900024,1.0369560503330257
0.9883884585900024,1.038274049162544
0.9883884585900024,1.0448932204578023
0.9883884585900024,1.0326394151483473
0.9890562719700023,1.047948724235591
0.9886071178500023,1.0598201450701286
0.9893163480900022,1.072043437782996
0.9888145551700023,1.0692073017095076
0.9884929247700021,1.0836041113968862
0.9886990153400016,1.0818247381038941
0.9866726091600014,1.083018557888518
0.9842833557100015,1.0782395596194554
0.9822363120200011,1.0858856266521988
0.9852762502900005,1.1027233166683266
