ppo,Mean Var
1.0,0.9988360727592638
0.9999745105500002,0.9937297501916047
1.00195267288,1.0229546652993136
1.0017910492700004,1.0272692149949318
1.0034320479600005,1.0345643995323668
1.0036569477300008,1.0456178994143843
1.0027130355000002,1.0494664482740461
1.00304413473,1.0542433236887945
1.00808668166,1.065790075537026
1.01613794389,1.0808194636478439
1.01580866701,1.076425970623572
1.0157367748900001,1.0713117743082214
1.01601053823,1.0796220173102002
1.0168891964899995,1.0853865882332216
1.0178164996799997,1.07725850256064
1.0176681082799992,1.0608171434578726
1.0178725344999995,1.0741704757512807
1.0178763500299988,1.0764216080629074
1.0166352653999988,1.0574233519396772
1.0143268622899988,1.0397044381155274
1.0141384072499986,1.036030294912754
1.0139976427899986,1.0316100336887817
1.0181626958699987,1.0426905227811525
1.0180596288699988,1.0353461535257527
1.0241652202399985,1.0425924103335542
1.0223320391999986,1.0434172225002794
1.0200734377999985,1.0299874072587087
1.018088118399998,1.0297934422997639
1.014634961409998,1.0208775573069313
1.025829087259998,1.0409610771121651
1.025392560959998,1.046672837604498
1.020341891309998,1.0399523441448668
1.0169464250299987,1.0370055890895156
1.0100116863399984,1.0262430471563693
1.0099954008999983,1.0217760808109824
1.012020144429998,1.0242342124029995
1.0218522949299982,1.0338931608242734
1.021096905519998,1.0291866225732234
1.0191496687899981,1.026034997351696
1.0129789551399981,1.0158477155037648
0.9967616470899981,1.00556645792851
0.9913265562899984,0.9985522346362441
0.9877084921599983,0.9960056976946731
0.9765597806699979,0.9807278279250196
0.9895729239999983,0.992900435436734
0.9796044605699978,0.9875330718120504
0.9725360365199981,0.9772682050543916
0.9614026165699978,0.958804131577524
0.9593450884299984,0.9609918077242067
0.9583857448499983,0.949253537063704
0.9583857448499983,0.959692039983426
0.958415447639998,0.9634183020378908
0.9587091664899975,0.9653185722597665
0.9586052213299978,0.9651977526098993
0.9577880193299977,0.9635141982314493
0.9576510340899977,0.9580279616199248
0.9578137178299976,0.9589038219300029
0.9584541546199975,0.9845334163920247
0.9583845532999972,0.9809109773115946
0.9583845532999972,0.9778429739722337
0.9583845532999972,0.9768538202424837
0.9583845532999972,0.9761986259863223
0.9583845532999972,0.978981581760236
0.9578973147799968,0.9680219103965964
0.9577264184299964,0.9676695190656089
0.9567405402199961,0.9546738918957648
0.9568411491199961,0.9573861362929156
0.9563907343099959,0.9559047649251359
0.9571594127299959,0.9637634412989708
0.9569535203899951,0.9667183171660964
0.9569535203899951,0.9617121967327262
0.9565678667599953,0.942129811295446
0.9557180947999955,0.934513506393174
0.9535976209099958,0.9288127875557575
0.9535000364899958,0.9227973863625566
0.9535000364899958,0.9252964826969837
0.9537284241099954,0.9329577380419872
0.9536956207999951,0.9359336427653846
0.9536956207999951,0.9252199482231473
0.9536956207999951,0.9233832727294851
0.9536956207999951,0.9582062395459722
0.9536956207999951,0.961600885774167
0.9536956207999951,0.9578278701023059
0.9533337446099948,0.9499741394721452
0.9526922467699948,0.9382244128844994
0.9540166730799948,0.9529142030908584
0.9539166346899949,0.9507616169254328
0.953667786439995,0.9403262195949945
0.9535183339299949,0.939043766869602
0.9535668896999944,0.9382315388382473
0.9562683083399944,0.9525995869257018
0.9541740134099947,0.9414191043045438
0.9507480606299948,0.92629675790516
0.9495105133199948,0.9148902245939481
0.9497722781499951,0.900240880640876
0.9485059462099953,0.8928713275963417
0.9482152926499953,0.8919698315875675
0.9478064277399951,0.8797354803184557
0.9477477496199946,0.874587025984258
0.9476843803599945,0.8875830783481143
0.9473605556399949,0.8832112103137951
0.9468752624799948,0.8822290006599695
0.9462106359799948,0.8711612142537455
0.9466744204399943,0.8691263950231487
0.9465477829599943,0.8676756766528778
0.9470131863399942,0.8806159207175951
0.9474696827099945,0.8794018217073956
0.948619814779995,0.8874844924286837
0.950366192689995,0.9100241651913172
0.9502326558199946,0.8900548696600963
0.9500668218199947,0.8800380713708255
0.9500668218199947,0.8759914117214405
0.9500668218199947,0.8646516104419371
0.9500668218199947,0.8540474498091376
0.9502909119699944,0.8515905560502268
0.9500857364899948,0.8538031873419992
0.9500223189099948,0.8425599945649574
0.9500223189099948,0.8489037564671524
0.9504863698499952,0.8670345464346751
0.950454415279995,0.8719652132638762
0.950102025419995,0.8674376447097939
0.9494254859299952,0.8622943638990153
0.9493627317899953,0.8566218102160115
0.9495647698199954,0.8689006876588119
0.9498682345299957,0.8734699433363236
0.9493403817499949,0.8457074796534104
0.9492458295799951,0.8541373954219532
0.9492458295799951,0.8477411435968547
0.9492458295799951,0.843506098997687
0.9492458295799951,0.8429987328297
0.9492458295799951,0.8402053591841969
0.9491189262899952,0.8382846859191516
0.949292058159995,0.8367705668798778
0.9492285571199952,0.8251365802740822
0.9502864830499952,0.8464886585911198
0.9502539295899954,0.8484073076360047
0.9502376123099953,0.8493948056873489
0.9517125388299953,0.8682078378895965
0.9516459644099954,0.8673232256469744
0.9516459644099954,0.8623695525036578
0.9513857370999954,0.8547877726964138
0.9518582168899958,0.8605043209853165
0.9522421539899958,0.8642287929297978
0.9521422781999958,0.8644140440731403
0.9520787477299956,0.8618844904084844
0.9519152577099955,0.8584789661506268
0.9519413729099959,0.8630552212521045
0.9493282884099958,0.8468995321016076
0.9480138289299956,0.8329778743970583
0.9475353258699957,0.8312930645271661
0.9464278872099953,0.8291684829595661
0.9482880121799948,0.8362071621891791
0.9426942606499951,0.8192260785409146
0.9387024670799948,0.8125525945783025
0.9396393695399949,0.8116461444226266
0.9329570639999953,0.7998391009539518
0.9375582027199952,0.8056631506414679
0.9371553643099957,0.7961040748409952
0.9372742119299963,0.811382970401183
0.9372432899299965,0.8223970533670701
0.9371958684199962,0.8264502522497403
0.9366266930799962,0.8198033212046062
0.9365647603399959,0.8325299400091057
0.9370912678899962,0.8503994677265309
0.9364318775599959,0.8464218811854035
0.9361458909599958,0.8435057616998151
0.9343288791499957,0.8367032049166081
0.9336209937099959,0.828066845196403
0.9349180236299961,0.8314332960158921
0.9340780022199962,0.8321256384800777
0.9326831063599959,0.8297254620343975
0.9323583709799955,0.8272044515529938
0.9293651182499957,0.8212727639209156
0.9330590517599955,0.8398144420904791
0.9319853566799958,0.8395631721021893
0.9305549684999962,0.8383875441314872
0.9252048279799964,0.8270641910758428
0.9333937574199962,0.8418395055585425
0.9317235289099961,0.8422444247014474
0.9286169528599961,0.8340778838420271
0.9289956877399957,0.8322042871569421
0.9247069898799956,0.8271263420149515
0.9239930061299964,0.83364266427056
0.923386014729996,0.8249501067181819
0.9234211698699962,0.8241997339919082
0.9237910798299966,0.8306498126276766
0.9227501197899969,0.8201190246234931
0.921500406639997,0.8155747401171279
0.9202302084299974,0.8034644878213031
0.9188869283299979,0.8094032225451091
0.9143847472099979,0.7930543873270164
0.9124306850899977,0.780799863514555
0.9112599236599974,0.7773254111269647
0.9126394491699976,0.7799442834454597
0.9167629739099981,0.7836167189272163
0.9164473542099983,0.7872303744929299
0.9168354089299985,0.7986658399999649
0.9168062168199983,0.8008316985883338
0.9168062168199983,0.7989665654763285
0.9168062168199983,0.7968319635574355
0.9165665667099981,0.7944799009645449
0.9171126268399982,0.8006051949454853
0.9180275693399983,0.8057137751962887
0.9179381624099981,0.8022847731899934
0.9177028164499978,0.8010194735211494
0.9176604461399976,0.8033007231107196
0.9170416422699974,0.8013499857163118
0.9164386348399973,0.8007367829391034
0.9163538908399972,0.798211126916192
0.9179067779599974,0.804424431488538
0.915960921409997,0.7978306562486654
0.9156909986399961,0.8002502552830363
0.9171309759699966,0.8059843557001302
0.9188007200699968,0.8114344373431266
0.9157138442699971,0.8065217746731906
0.9162178564199971,0.8098961030935696
0.9152085941399971,0.801454676801042
0.9103896572499971,0.7930404556822207
0.9099868106099972,0.796579980993648
0.909715377549997,0.7888916440072742
0.9098311870699973,0.7865756801631354
0.9092601943799977,0.7814263884155407
0.9091746886199977,0.7783680055293434
0.908522543729998,0.7664086583677255
0.908434862739998,0.7681559071030298
