date,ppo,Mean Var
2023-06-15,1.1282167955580578,1.3474860521901078
2023-06-16,1.1182881860940685,1.3390217707412393
2023-06-20,1.115349684952004,1.3466649522609955
2023-06-21,1.111220382450604,1.3273270029787725
2023-06-22,1.1207364257890764,1.3280632353349793
2023-06-23,1.106646535042477,1.3151497251837378
2023-06-26,1.1008706974189018,1.2949612170114893
2023-06-27,1.1277645749212473,1.3176864723100339
2023-06-28,1.126636814017912,1.33502075240425
2023-06-29,1.1250037259752113,1.3443339069552247
2023-06-30,1.130897438155591,1.36044731278869
2023-07-03,1.1309278709396815,1.370695553340927
2023-07-05,1.1302473150303447,1.3731151694538242
2023-07-06,1.1252993844736716,1.3648859911447353
2023-07-07,1.1238059107983964,1.356827023898562
2023-07-10,1.124894590844639,1.382004494424703
2023-07-11,1.1340152910725114,1.3855481816835702
2023-07-12,1.1459859327829258,1.393581526552742
2023-07-13,1.1600333656641866,1.400375758821444
2023-07-14,1.1575907881571672,1.415878820158384
2023-07-17,1.1787680605174882,1.43545966150455
2023-07-18,1.1878309754032723,1.4384802797181404
2023-07-19,1.1811537879371068,1.4210816826289896
2023-07-20,1.1649403664906806,1.3723543075772624
2023-07-21,1.1637754286824422,1.3722302783739726
2023-07-24,1.1633126530790243,1.371272836076189
2023-07-25,1.1655300616081035,1.382208555441211
2023-07-26,1.1618308697531394,1.382701613611465
2023-07-27,1.1611360858658353,1.349555114495752
2023-07-28,1.1611360858658353,1.3770521830334939
2023-07-31,1.1611360858658353,1.3602305700198258
2023-08-01,1.1598290498177801,1.3530281749023205
2023-08-02,1.1471248039663393,1.3257112065988002
2023-08-03,1.164601181850101,1.3406443232597658
2023-08-04,1.1638904933422107,1.283240226446633
2023-08-07,1.1638904933422107,1.2887588599252997
2023-08-08,1.1638904933422107,1.2579897939571802
2023-08-09,1.161442159412038,1.250990444935557
2023-08-10,1.1670003480582567,1.265133718204646
2023-08-11,1.1532602242034098,1.2572696443378906
2023-08-14,1.1611442254052835,1.270964581147533
2023-08-15,1.1525266587081848,1.2605887867199994
2023-08-16,1.1389854882731376,1.2373601580286966
2023-08-17,1.121096624976334,1.2072218203635527
2023-08-18,1.1204628170523574,1.202323786835315
2023-08-21,1.13633679697465,1.2259064382711526
2023-08-22,1.1350505898044116,1.225846896380368
2023-08-23,1.150045682977775,1.2367107037432157
2023-08-24,1.1249721434173137,1.2046280639503943
2023-08-25,1.1358267479143898,1.21305957847854
2023-08-28,1.1453064412532428,1.212777094408336
2023-08-29,1.1648032688043044,1.2500027373179976
2023-08-30,1.170962102836055,1.2616356952015204
2023-08-31,1.1708954519091848,1.2476072965895728
2023-09-01,1.175398933683832,1.247827006820249
2023-09-05,1.174223536440111,1.256166068674898
2023-09-06,1.172770071278534,1.2663265089330242
2023-09-07,1.1690806442849395,1.2626539695669479
2023-09-08,1.1655255115054282,1.262925570933967
2023-09-11,1.1667983869427585,1.2907388073024992
2023-09-12,1.1537823136085819,1.2664848192569786
2023-09-13,1.1580742067005076,1.271492354524441
2023-09-14,1.1637707796003909,1.271246927576602
2023-09-15,1.1438437740008562,1.2421417744544745
2023-09-18,1.1448280811124427,1.229900919536193
2023-09-19,1.1345903358575071,1.2266632920297404
2023-09-20,1.1228417246810005,1.224181209300719
2023-09-21,1.1018171914141253,1.1909188250206528
2023-09-22,1.1063621381517088,1.1792701406872315
2023-09-25,1.1123838436591804,1.1795053264218562
2023-09-26,1.0952275233954667,1.1696595566942454
2023-09-27,1.101374585728706,1.1786815594393696
2023-09-28,1.1118143257378033,1.2017340426591283
2023-09-29,1.1107025122019132,1.1976493582787502
2023-10-02,1.1109034390754486,1.1969511806877657
2023-10-03,1.1017270679806972,1.172605399754723
2023-10-04,1.1082389090148985,1.1892373152990463
2023-10-05,1.101816043641126,1.1788056017500372
2023-10-06,1.100933512798391,1.1897738731437162
2023-10-09,1.1016719233800365,1.1942291012129553
2023-10-10,1.1059283881204711,1.2073334181090285
2023-10-11,1.1082630407003855,1.1891932663768088
2023-10-12,1.1058317677568965,1.1757697090686636
2023-10-13,1.104921143098869,1.1640420827354407
2023-10-16,1.1076027337519363,1.187815415189012
2023-10-17,1.1068661374636655,1.1909778408773535
2023-10-18,1.0946893278165934,1.1723097324489813
2023-10-19,1.0776420074231678,1.1407708664119556
2023-10-20,1.0767625363151974,1.131294934080116
2023-10-23,1.0773306701610066,1.115897081881056
2023-10-24,1.082712440144944,1.1234561221787247
2023-10-25,1.064894625532409,1.1023356034435676
2023-10-26,1.0642497906750383,1.1037890865772024
2023-10-27,1.0642497906750383,1.1305530245312385
2023-10-30,1.0642497906750383,1.1145421379803961
2023-10-31,1.0642497906750383,1.1318431475158544
2023-11-01,1.068733212220855,1.1698329139564314
2023-11-02,1.068511871220878,1.1824882298435657
2023-11-03,1.068511871220878,1.1829674714146587
2023-11-06,1.068511871220878,1.1761396742300816
2023-11-07,1.070149600386862,1.1885096370536798
2023-11-08,1.0692218134443523,1.182907382383686
2023-11-09,1.0687578952044392,1.1694629569169739
2023-11-10,1.0740399296628809,1.1915639394810438
2023-11-13,1.072641982473276,1.2112002885712654
2023-11-14,1.0912316629819199,1.2355301387453292
2023-11-15,1.091795055920027,1.235411160394608
2023-11-16,1.0985440172404486,1.2316393963928625
2023-11-17,1.097445473584944,1.2348339311527905
2023-11-20,1.097445473584944,1.2530786256984672
2023-11-21,1.096598915116433,1.2601614950541438
2023-11-22,1.0992592733362005,1.2655741720197313
2023-11-24,1.0998525728515893,1.2712366553974144
2023-11-27,1.108805001759054,1.2726844718168997
2023-11-28,1.1028585770804347,1.2710997749292872
2023-11-29,1.110896447965288,1.2801470995837678
2023-11-30,1.1097855522191036,1.2734133956331564
2023-12-01,1.1123751840088756,1.277535312491131
2023-12-04,1.1049706124928664,1.2751549036267298
2023-12-05,1.0990777635920912,1.27216874873228
2023-12-06,1.0934107317233799,1.2696353092221622
2023-12-07,1.1053896642988097,1.2744460733459844
2023-12-08,1.1070964912525183,1.269356312303578
2023-12-11,1.1271614544242479,1.287646215412921
2023-12-12,1.1347686713667138,1.2988823665054559
2023-12-13,1.1443600833944494,1.3149073426207618
2023-12-14,1.143215725722207,1.3187641248507198
2023-12-15,1.143215725722207,1.3255481270383727
2023-12-18,1.143215725722207,1.3249427766405897
2023-12-19,1.1444238080140505,1.3387758371699947
2023-12-20,1.1342648010641003,1.3010274746879917
2023-12-21,1.1478660933089604,1.3353835723146885
2023-12-22,1.1470824154027113,1.3319655524480123
2023-12-26,1.1470824154027113,1.3414615056629533
2023-12-27,1.1477226352526182,1.3482665138601702
2023-12-28,1.146261517827016,1.3433264601821575
