ddpg,Mean Var
1.0,1.0213817883351444
0.9996773220000001,1.0026097944916175
1.0003889000000004,1.0078309277289448
1.0008800890000003,1.0157056976667838
1.0016010920000002,1.0427033801241854
1.001332316,1.0428565934611242
1.0010530470000003,1.0391314182405549
1.00123799,1.0425781457139702
1.0017738069999997,1.0456505514720347
1.0059904229999992,1.0642826460064931
1.0073219679999994,1.0681642550213601
1.0104212329999995,1.0873241335976398
1.0155249699999997,1.0906424923630984
1.021166968,1.0939568332714331
1.0240392519999997,1.1160866770530466
1.023399865,1.1139154573369536
1.0242796530000002,1.1214184424508487
1.0234094900000004,1.1120786551282384
1.0234337260000004,1.1025948640558643
1.0225859300000004,1.1001076841941075
1.0216943280000008,1.0819929636166725
1.0163188900000004,1.0722095418718027
1.0233323360000004,1.0793173938980387
1.0209647700000004,1.064006384985401
1.0203945380000006,1.0757350583965466
1.0208055560000007,1.077560849973668
1.0209010910000003,1.082718192600734
1.017438542,1.0707767446583232
1.0158231230000003,1.0681826596146495
1.0229020900000003,1.0843066856500432
1.0225397750000005,1.0800149035814455
1.0225397750000005,1.0820089396437942
1.022087122000001,1.0839544171824935
1.0210458480000006,1.0806959078506453
1.0206400580000008,1.0742652497939555
1.023711379000001,1.0817021187240259
1.027287914000001,1.0798652447204986
1.0239317190000008,1.0730756101808823
1.0227520710000009,1.0719040938981004
1.0204945810000008,1.075042238829605
1.0090183640000008,1.0669279372585112
1.010346414000001,1.0609635376852662
1.0058193240000008,1.0538570041365067
0.9917076390000008,1.0357828581031114
1.0030641240000007,1.047351784002634
0.9958107300000006,1.0308460808089421
1.0004352060500008,1.0283331759914147
0.9840824658100008,1.022401781993123
0.9912385710100008,1.0186988115365294
0.9888366931400006,1.0178636407471613
0.9878478592500006,1.029314401358019
0.9878789462500005,1.0313090595386054
0.9882979312500005,1.0330517247874047
0.9876656712500003,1.0127526341189765
0.9874524522500004,1.013374049653261
0.9874524522500004,1.0176495942990977
0.9871758822500009,1.0252442774242316
0.9880075182500008,1.0359569894778213
0.9896287032500004,1.0543583605866587
0.9894145662500001,1.0582885025968327
0.9894145662500001,1.0505711687134955
0.9894145662500001,1.0485481112593873
0.9894145662500001,1.05481829671747
0.9890595442499999,1.0414919133025762
0.9889878052499996,1.0455989608837462
0.9889878052499996,1.0414715762586961
0.9880479912499999,1.0450006375829162
0.9879760442499999,1.0407116575195798
0.9891993022500001,1.0622401383564513
0.9891262652499998,1.0770676469733587
0.9891262652499998,1.0701955106460581
0.9885798092499997,1.064792302100771
0.9845948262500002,1.0536988450829108
0.9844527722500003,1.0369934372910417
0.9844527722500003,1.024492012307606
0.9844527722500003,1.0451671105353697
0.9844527722500003,1.0512487671471136
0.9844527722500003,1.0513891322288145
0.9844527722500003,1.056163499658516
0.9844527722500003,1.0505692679940062
0.9844527722500003,1.0693326582820049
0.9844527722500003,1.0369560503330257
0.9844527722500003,1.038274049162544
0.9844527722500003,1.0448932204578023
0.9844527722500003,1.0326394151483473
0.9849869792500004,1.047948724235591
0.9834635832500007,1.0598201450701286
0.9837699142500004,1.072043437782996
0.9842211202500005,1.0692073017095076
0.9839454242500003,1.0836041113968862
0.9839834522500004,1.0818247381038941
0.98232437325,1.083018557888518
0.9812510892499997,1.0782395596194554
0.9800751402499993,1.0858856266521988
0.980767468249999,1.1027233166683266
0.9814856442499991,1.1011693692117854
0.9853166892499989,1.1081970647298456
0.9850961772499989,1.099994154957247
0.984145684249999,1.0833033469670406
0.983530129249999,1.0866305019728546
0.983512296249999,1.0836745721863987
0.9806234122499992,1.0568343631685446
0.9806039382499991,1.050032224069931
0.9807004482499991,1.0417291953654015
0.9828729172499991,1.0440325988561616
0.9825330222499989,1.0616602841548235
